1,-1,1705,396,143,332,0.7736802101135254,-1,-1,-1
1,-1,258,460,94,251,0.7554570436477661,-1,-1,-1
1,-1,0,340,117,560,0.7402574419975281,-1,-1,-1
1,-1,111,503,90,239,0.6431211829185486,-1,-1,-1
1,-1,1249,537,57,116,0.5665817260742188,-1,-1,-1
1,-1,1288,458,63,192,0.5147972106933594,-1,-1,-1
2,-1,264,458,93,251,0.7931698560714722,-1,-1,-1
2,-1,0,321,95,582,0.779198408126831,-1,-1,-1
2,-1,1692,389,150,340,0.7186306118965149,-1,-1,-1
2,-1,112,513,84,231,0.6683624982833862,-1,-1,-1
2,-1,1880,389,40,195,0.6101897954940796,-1,-1,-1
2,-1,1293,454,74,200,0.5586693286895752,-1,-1,-1
2,-1,1251,536,57,118,0.5439835786819458,-1,-1,-1
3,-1,0,318,124,586,0.8147918581962585,-1,-1,-1
3,-1,267,459,88,249,0.7766222357749939,-1,-1,-1
3,-1,1689,392,142,340,0.730701208114624,-1,-1,-1
3,-1,111,519,84,227,0.7042926549911499,-1,-1,-1
3,-1,1880,387,40,195,0.6300881505012512,-1,-1,-1
3,-1,1297,455,71,198,0.5698859691619873,-1,-1,-1
4,-1,0,296,126,621,0.8331597447395325,-1,-1,-1
4,-1,265,460,92,249,0.7715595960617065,-1,-1,-1
4,-1,1690,391,146,342,0.7126550078392029,-1,-1,-1
4,-1,113,514,86,230,0.7061418890953064,-1,-1,-1
4,-1,1880,385,40,198,0.6145488619804382,-1,-1,-1
5,-1,0,248,142,673,0.8243013620376587,-1,-1,-1
5,-1,1692,387,150,348,0.7892630696296692,-1,-1,-1
5,-1,267,460,89,249,0.7840378880500793,-1,-1,-1
5,-1,1883,377,36,211,0.6299111247062683,-1,-1,-1
5,-1,112,520,84,224,0.6267425417900085,-1,-1,-1
5,-1,1264,556,48,99,0.5584120154380798,-1,-1,-1
5,-1,1303,472,63,182,0.556912362575531,-1,-1,-1
6,-1,1,247,155,670,0.8835148215293884,-1,-1,-1
6,-1,1692,390,143,349,0.7839776277542114,-1,-1,-1
6,-1,272,460,85,247,0.7833455204963684,-1,-1,-1
6,-1,1880,376,39,212,0.6456578373908997,-1,-1,-1
6,-1,115,515,82,231,0.600509762763977,-1,-1,-1
6,-1,1267,548,45,109,0.5609291195869446,-1,-1,-1
7,-1,1,240,154,676,0.8945954442024231,-1,-1,-1
7,-1,276,460,81,247,0.7651669383049011,-1,-1,-1
7,-1,1691,387,141,353,0.7604911923408508,-1,-1,-1
7,-1,113,518,86,220,0.6740273237228394,-1,-1,-1
7,-1,1875,375,43,215,0.6578316688537598,-1,-1,-1
7,-1,1275,542,41,117,0.578409731388092,-1,-1,-1
8,-1,1,239,157,677,0.8956963419914246,-1,-1,-1
8,-1,1691,385,149,361,0.7988468408584595,-1,-1,-1
8,-1,281,459,76,248,0.7537022829055786,-1,-1,-1
8,-1,1874,375,44,217,0.6471379995346069,-1,-1,-1
8,-1,112,513,85,233,0.5793163776397705,-1,-1,-1
9,-1,1,242,163,674,0.8996906876564026,-1,-1,-1
9,-1,1692,386,145,359,0.7977900505065918,-1,-1,-1
9,-1,286,460,69,246,0.6960357427597046,-1,-1,-1
9,-1,1871,375,47,219,0.6732096672058105,-1,-1,-1
9,-1,1277,540,46,119,0.6096880435943604,-1,-1,-1
9,-1,113,512,83,234,0.5316712856292725,-1,-1,-1
