1,0,1705.0,396.0,143.0,332.0
1,1,258.0,460.0,94.0,251.0
1,2,0.0,340.0,117.0,560.0
1,3,111.0,503.0,90.0,239.0
1,4,1249.0,537.0,57.0,116.0
1,5,1288.0,458.0,63.0,192.0
2,1,264.0,458.0,93.0,251.0
2,2,0.0,321.0,95.0,582.0
2,0,1692.0,389.0,150.0,340.0
2,3,112.0,513.0,84.0,231.0
2,6,1880.0,389.0,40.0,195.0
2,5,1293.0,454.0,74.0,200.0
2,4,1251.0,536.0,57.0,118.0
3,2,0.0,318.0,124.0,586.0
3,1,267.0,459.0,88.0,249.0
3,0,1689.0,392.0,142.0,340.0
3,3,111.0,519.0,84.0,227.0
3,6,1880.0,387.0,40.0,195.0
3,5,1297.0,455.0,71.0,198.0
4,2,0.0,296.0,126.0,621.0
4,1,265.0,460.0,92.0,249.0
4,0,1690.0,391.0,146.0,342.0
4,3,113.0,514.0,86.0,230.0
4,6,1880.0,385.0,40.0,198.0
5,2,0.0,248.0,142.0,673.0
5,0,1692.0,387.0,150.0,348.0
5,1,267.0,460.0,89.0,249.0
5,6,1883.0,377.0,36.0,211.0
5,3,112.0,520.0,84.0,224.0
5,4,1264.0,556.0,48.0,99.0
5,5,1303.0,472.0,63.0,182.0
6,2,1.0,247.0,155.0,670.0
6,0,1692.0,390.0,143.0,349.0
6,1,272.0,460.0,85.0,247.0
6,6,1880.0,376.0,39.0,212.0
6,3,115.0,515.0,82.0,231.0
6,4,1267.0,548.0,45.0,109.0
7,2,1.0,240.0,154.0,676.0
7,1,276.0,460.0,81.0,247.0
7,0,1691.0,387.0,141.0,353.0
7,3,113.0,518.0,86.0,220.0
7,6,1875.0,375.0,43.0,215.0
7,4,1275.0,542.0,41.0,117.0
8,2,1.0,239.0,157.0,677.0
8,0,1691.0,385.0,149.0,361.0
8,1,281.0,459.0,76.0,248.0
8,6,1874.0,375.0,44.0,217.0
8,3,112.0,513.0,85.0,233.0
9,2,1.0,242.0,163.0,674.0
9,0,1692.0,386.0,145.0,359.0
9,1,286.0,460.0,69.0,246.0
9,6,1871.0,375.0,47.0,219.0
9,4,1277.0,540.0,46.0,119.0
9,3,113.0,512.0,83.0,234.0
10,2,1.0,244.0,166.0,673.0
10,0,1690.0,396.0,143.0,346.0
10,6,1869.0,377.0,49.0,218.0
10,4,1280.0,540.0,46.0,124.0
10,5,1331.0,471.0,58.0,186.0
10,1,286.0,462.0,68.0,241.0
10,3,115.0,501.0,84.0,236.0
11,2,0.0,235.0,175.0,675.0
11,0,1690.0,389.0,143.0,356.0
11,6,1867.0,376.0,51.0,223.0
11,4,1281.0,538.0,48.0,125.0
11,5,1334.0,471.0,55.0,183.0
12,2,0.0,238.0,177.0,671.0
12,0,1687.0,386.0,149.0,360.0
12,6,1865.0,375.0,53.0,228.0
12,3,112.0,489.0,86.0,252.0
12,5,1332.0,471.0,57.0,184.0
13,2,0.0,239.0,183.0,690.0
13,0,1680.0,382.0,157.0,363.0
13,6,1864.0,368.0,53.0,252.0
13,5,1331.0,472.0,59.0,185.0
13,3,107.0,489.0,89.0,253.0
14,2,0.0,239.0,183.0,694.0
14,0,1682.0,381.0,156.0,364.0
14,5,1327.0,469.0,64.0,190.0
14,6,1865.0,369.0,53.0,273.0
14,3,110.0,485.0,86.0,257.0
15,2,0.0,240.0,186.0,679.0
15,0,1677.0,376.0,162.0,368.0
15,5,1325.0,474.0,67.0,186.0
15,6,1865.0,362.0,53.0,308.0
16,2,0.0,239.0,192.0,678.0
16,0,1679.0,376.0,144.0,368.0
16,6,1864.0,368.0,54.0,305.0
16,5,1326.0,471.0,67.0,191.0
17,2,0.0,242.0,202.0,672.0
17,0,1674.0,384.0,153.0,358.0
17,6,1861.0,358.0,58.0,324.0
17,5,1325.0,469.0,70.0,193.0
17,1,265.0,459.0,129.0,245.0
17,4,1291.0,535.0,47.0,126.0
18,2,0.0,253.0,214.0,640.0
18,0,1667.0,380.0,150.0,365.0
18,6,1865.0,349.0,54.0,383.0
18,1,284.0,463.0,117.0,244.0
18,5,1325.0,471.0,68.0,192.0
18,4,1291.0,536.0,48.0,126.0
19,2,0.0,252.0,222.0,643.0
19,0,1663.0,378.0,148.0,370.0
19,6,1866.0,350.0,53.0,384.0
19,3,1804.0,451.0,59.0,159.0
19,1,310.0,473.0,98.0,232.0
19,4,1292.0,539.0,46.0,118.0
19,5,1329.0,475.0,60.0,185.0
20,2,0.0,248.0,230.0,651.0
20,0,1657.0,378.0,153.0,371.0
20,3,1809.0,449.0,57.0,167.0
20,6,1865.0,356.0,54.0,387.0
20,1,293.0,464.0,115.0,243.0
21,2,0.0,243.0,244.0,653.0
21,0,1653.0,378.0,149.0,373.0
21,3,1808.0,449.0,58.0,169.0
21,6,1863.0,352.0,56.0,396.0
21,1,306.0,466.0,105.0,239.0
21,5,1296.0,537.0,46.0,122.0
22,2,0.0,242.0,240.0,659.0
22,0,1651.0,378.0,138.0,376.0
22,6,1862.0,340.0,57.0,414.0
22,3,1807.0,448.0,59.0,172.0
22,1,292.0,463.0,117.0,244.0
22,5,1297.0,538.0,49.0,123.0
23,2,3.0,244.0,262.0,663.0
23,0,1650.0,382.0,128.0,376.0
23,6,1854.0,336.0,64.0,427.0
23,3,1807.0,450.0,56.0,171.0
23,1,298.0,469.0,112.0,236.0
23,5,1300.0,527.0,49.0,137.0
23,4,1343.0,477.0,67.0,181.0
24,2,0.0,244.0,283.0,657.0
24,0,1648.0,384.0,136.0,376.0
24,6,1847.0,331.0,72.0,433.0
24,1,309.0,470.0,100.0,236.0
24,3,1809.0,450.0,55.0,167.0
24,5,1301.0,530.0,49.0,135.0
24,7,1813.0,412.0,74.0,251.0
24,4,1346.0,476.0,64.0,182.0
25,2,2.0,250.0,313.0,649.0
25,0,1642.0,389.0,138.0,373.0
25,7,1842.0,331.0,77.0,429.0
25,1,306.0,469.0,102.0,238.0
25,5,1304.0,528.0,46.0,135.0
25,3,1813.0,450.0,50.0,163.0
25,4,1347.0,476.0,65.0,182.0
26,2,1.0,237.0,325.0,668.0
26,0,1639.0,389.0,132.0,378.0
26,7,1834.0,335.0,85.0,424.0
26,1,323.0,466.0,83.0,238.0
26,4,1347.0,474.0,63.0,186.0
26,5,1306.0,527.0,44.0,135.0
27,2,2.0,236.0,347.0,671.0
27,7,1836.0,331.0,83.0,432.0
27,0,1638.0,383.0,134.0,384.0
27,1,310.0,483.0,99.0,224.0
27,5,1306.0,526.0,46.0,137.0
27,4,1348.0,474.0,62.0,184.0
28,2,0.0,231.0,361.0,685.0
28,7,1833.0,326.0,87.0,443.0
28,0,1634.0,375.0,126.0,396.0
28,1,319.0,496.0,92.0,209.0
28,5,1307.0,530.0,46.0,137.0
28,4,1348.0,474.0,61.0,186.0
29,2,0.0,232.0,376.0,677.0
29,7,1829.0,325.0,91.0,447.0
29,0,1632.0,379.0,137.0,389.0
29,1,324.0,508.0,86.0,197.0
29,4,1347.0,473.0,63.0,188.0
29,5,1307.0,528.0,46.0,138.0
30,2,0.0,236.0,381.0,661.0
30,0,1632.0,377.0,131.0,390.0
30,7,1825.0,322.0,95.0,448.0
30,5,1348.0,472.0,63.0,187.0
30,1,333.0,502.0,80.0,201.0
31,2,3.0,236.0,398.0,653.0
31,7,1819.0,320.0,99.0,450.0
31,0,1632.0,375.0,132.0,394.0
31,5,1348.0,472.0,65.0,186.0
31,1,334.0,501.0,86.0,201.0
32,2,2.0,234.0,413.0,654.0
32,7,1817.0,319.0,101.0,452.0
32,0,1626.0,376.0,132.0,391.0
32,5,1349.0,474.0,65.0,184.0
33,2,3.0,240.0,417.0,657.0
33,7,1807.0,314.0,112.0,456.0
33,0,1625.0,371.0,136.0,396.0
33,5,1347.0,471.0,69.0,189.0
34,7,1803.0,314.0,117.0,454.0
34,1,4.0,243.0,426.0,654.0
34,0,1623.0,367.0,156.0,399.0
34,5,1346.0,470.0,70.0,190.0
35,1,7.0,251.0,443.0,646.0
35,7,1798.0,315.0,122.0,453.0
35,0,1622.0,367.0,163.0,404.0
35,5,1344.0,467.0,74.0,194.0
35,3,1311.0,534.0,51.0,131.0
36,1,0.0,252.0,471.0,643.0
36,7,1791.0,316.0,129.0,453.0
36,0,1620.0,366.0,166.0,404.0
36,5,1343.0,468.0,75.0,193.0
36,3,1312.0,538.0,51.0,127.0
37,2,1.0,255.0,474.0,639.0
37,7,1788.0,313.0,132.0,455.0
37,0,1622.0,362.0,163.0,408.0
37,5,1346.0,469.0,73.0,191.0
37,3,1312.0,538.0,51.0,126.0
38,2,11.0,252.0,475.0,651.0
38,7,1787.0,309.0,133.0,464.0
38,0,1620.0,365.0,165.0,409.0
